loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted,name,age,gender,city,marital_status,employment_type,occupation,monthly_income,monthly_expense,existing_emi,savings_balance,home_ownership,education_level,dependents,credit_score,account_age_months,job_tenure_years,previous_loans,monthly_transactions,acquisition_channel,device_type,digital_activity_score,avg_days_late,max_days_late,delinquency_count,partial_payment_count,missed_payment_count,avg_net_cash_flow,avg_balance_volatility,avg_cash_flow_consistency,spending_shock_count,overdraft_count
LN178595,C00657,Business,703740,628588,60,15.5,15119.55,0.52,2025-03-09,63,37,0.398,High,0,Insufficient Repayment Capacity,1.81,Rejected,0,Jackson Karpe,19,Male,Jamshedpur,Single,Student,Student,20394,20323,4232,80504,Family Owned,Bachelor,0,594,5,0,0,74,Referral,iPhone,32,25.136363636363637,88,7,4,7.0,16009.416666666666,0.33166666666666667,83.33333333333333,0,0
LN918779,C00658,Vehicle,4635336,3867048,48,9.51,97170.84,0.65,2026-01-30,38,62,0.248,Medium,1,0,2.15,Active,0,Samuel Brahmbhatt,51,Female,Delhi,Married,Salaried,Sales Executive,77300,58653,18797,658300,Owned,Master,2,713,32,4,2,280,Google Ads,Android,80,11.5,72,2,1,2.0,60259.583333333336,0.33249999999999996,98.75,0,0
LN197996,C00659,Personal,2468126,2433167,36,20.59,91158.32,0.48,2024-08-20,65,35,0.41,High,0,Insufficient Repayment Capacity,1.06,Rejected,0,George Goel,60,Female,Kolkata,Married,Salaried,Government Employee,114324,82121,37223,2436175,Rented,Diploma,2,709,78,14,0,10,Google Ads,iPhone,5,34.733333333333334,90,8,5,6.0,22485.083333333332,0.355,66.58333333333333,2,3
LN503576,C00660,Home Renovation,286405,221114,60,9.54,4648.13,0.05,2025-03-08,5,95,0.05,Low,1,0,0.2,Active,0,Qabil Sani,51,Male,Ranchi,Married,Salaried,Bank Officer,120549,59989,25270,3429578,Rented,PhD,1,746,29,22,1,145,Google Ads,iPhone,79,2.347826086956522,9,0,1,0.0,35450.083333333336,0.15083333333333335,71.16666666666667,2,2
LN143421,C00661,Home Renovation,50000,41448,60,12.33,928.91,0.11,2025-02-20,100,0,0.62,High,0,High Risk,0.4,Rejected,0,Vihaan Koshy,60,Female,Bangalore,Divorced,Self-employed,Business Owner,100688,61520,39947,652684,Family Owned,PhD,1,669,115,22,9,60,Google Ads,Android,29,16.65,87,5,3,4.0,-4726.666666666667,0.5499999999999999,19.416666666666668,4,10
LN392705,C00662,Education,275953,196770,60,11.95,4372.07,0.23,2024-12-08,80,20,0.5,High,1,0,0.86,Defaulted,1,Falak Arora,38,Male,Darbhanga,Married,Salaried,Sales Executive,35385,19352,11681,515280,Rented,PhD,3,753,27,15,1,327,Google Ads,Android,85,18.1,71,7,8,5.0,-1691.25,0.7333333333333334,42.333333333333336,0,9
LN168763,C00663,Business,609607,540124,60,11.05,11757.08,0.21,2025-10-06,48,52,0.308,Medium,1,0,0.79,Active,0,Aahana Ghose,24,Male,Jamshedpur,Single,Salaried,Software Engineer,82075,58252,6487,1074810,Owned,PhD,0,739,54,2,3,241,Instagram,iPhone,67,11.869565217391305,73,3,6,3.0,17428.333333333332,0.3858333333333333,93.08333333333333,1,1
LN907850,C00664,Personal,2142747,1759509,36,17.36,63046.99,0.47,2025-06-18,8,92,0.068,Low,1,0,1.09,Active,0,Aishani Chad,42,Female,Darbhanga,Married,Salaried,Doctor,58508,27829,14562,384680,Family Owned,Master,4,727,105,5,2,126,Referral,Android,40,8.533333333333333,90,1,1,1.0,43742.0,0.355,99.33333333333333,0,0
LN702581,C00665,Business,5568520,3981974,48,12.17,105193.32,0.6,2026-02-18,53,47,0.338,High,0,Insufficient Repayment Capacity,1.88,Rejected,0,Yachana Magar,46,Male,Indore,Single,Salaried,Doctor,94288,68243,7940,953845,Rented,Master,0,719,80,0,3,290,YouTube,Android,79,11.133333333333333,80,4,5,1.0,85349.83333333333,0.315,77.41666666666667,2,1
LN381240,C00666,Personal,267363,263261,12,15.23,23790.07,0.25,2025-06-21,36,64,0.236,Medium,1,0,0.23,Defaulted,1,Liam Deep,30,Male,Surat,Married,Salaried,Sales Executive,37714,22965,895,477237,Rented,PhD,4,731,102,0,1,3,YouTube,Web,2,24.166666666666668,89,5,4,3.0,54793.666666666664,0.32416666666666666,96.08333333333333,1,0
LN768411,C00667,Medical,969436,830626,12,19.34,76682.5,0.55,2025-12-04,37,63,0.242,Medium,1,0,0.5,Closed,0,Anmol Kuruvilla,54,Male,Mumbai,Married,Salaried,Accountant,143455,86594,36630,4754669,Rented,High School,2,692,58,14,3,43,Google Ads,Android,17,12.916666666666666,69,2,1,2.0,38483.416666666664,0.3408333333333333,56.75,2,2
LN444399,C00668,Personal,1385315,1248543,12,12.6,111282.29,2.54,2025-10-11,49,51,0.314,Medium,0,Insufficient Repayment Capacity,2.37,Rejected,0,Nidra Joshi,60,Male,Ballia,Married,Salaried,Doctor,105172,81878,16536,3776352,Owned,High School,2,699,48,8,1,42,YouTube,Android,25,3.9166666666666665,19,1,2,0.0,20977.0,0.38916666666666666,96.66666666666667,0,0
LN538930,C00669,Vehicle,929482,682871,24,8.59,31068.48,0.25,2026-04-11,22,78,0.152,Low,1,0,0.47,Closed,0,Yashica Bhandari,25,Male,Ballia,Single,Student,Student,25611,14892,7726,133092,Owned,Bachelor,1,637,47,0,0,134,Referral,Android,62,5.6875,49,1,0,1.0,19714.666666666668,0.16833333333333333,77.16666666666667,1,1
LN697496,C00670,Vehicle,3106737,2950513,60,8.68,60790.58,0.58,2025-08-02,68,32,0.428,High,0,Insufficient Repayment Capacity,2.36,Rejected,0,Jackson Bose,30,Male,Ballia,Single,Salaried,Sales Executive,117881,54853,22342,3703409,Rented,High School,1,702,76,7,1,35,Instagram,Web,15,10.571428571428571,61,3,1,2.0,9652.333333333334,0.3475,76.75,2,2
LN517241,C00671,Vehicle,1989023,1538439,48,9.54,38679.81,0.71,2025-06-01,68,32,0.428,High,0,Insufficient Repayment Capacity,2.36,Rejected,0,Dipta Mane,55,Male,Mumbai,Married,Salaried,Sales Executive,78122,50477,17409,406652,Rented,Bachelor,4,720,47,22,0,208,Referral,Web,89,15.565217391304348,89,6,7,3.0,8258.0,0.32666666666666666,59.583333333333336,2,3
LN879857,C00672,Home Renovation,2062329,2041220,48,11.1,52855.58,0.46,2024-11-03,27,73,0.182,Medium,1,0,1.47,Defaulted,1,Rehaan Shah,34,Male,Darbhanga,Single,Salaried,Bank Officer,77592,47569,22767,494312,Rented,Diploma,0,717,62,8,3,159,Facebook,iPhone,42,21.7,82,8,4,8.0,34561.666666666664,0.3516666666666666,97.75,0,0
LN568940,C00673,Business,1250638,968824,60,13.1,22093.35,0.5,2025-04-03,42,58,0.272,Medium,1,0,1.84,Active,0,Aarna Naik,29,Female,Ahmedabad,Single,Salaried,Doctor,114618,85706,4733,3229719,Owned,Master,0,709,20,0,1,219,Referral,iPhone,87,3.611111111111111,15,0,3,0.0,10523.666666666666,0.33499999999999996,92.83333333333333,1,1
LN831546,C00674,Vehicle,1157261,1117069,24,11.36,52251.07,1.43,2025-05-11,63,37,0.398,High,0,Insufficient Repayment Capacity,2.55,Rejected,0,Chaaya Sathe,43,Male,Srinagar,Married,Salaried,Bank Officer,60431,41858,3974,460953,Rented,Master,4,697,62,14,2,162,Referral,Web,79,13.4375,82,2,2,2.0,16071.333333333334,0.3516666666666666,76.83333333333333,0,0
LN818737,C00675,Business,5772339,5761311,48,14.47,158798.02,1.17,2025-05-10,70,30,0.44,High,0,Insufficient Repayment Capacity,3.54,Rejected,0,Akshay Suri,49,Female,Ahmedabad,Married,Salaried,Accountant,81992,40302,3000,648558,Rented,Diploma,2,715,101,27,3,245,Facebook,Android,66,11.11111111111111,84,2,1,2.0,49468.083333333336,0.3466666666666667,78.66666666666667,0,0
LN315931,C00676,Business,841578,715009,60,13.76,16548.18,0.49,2026-05-11,38,62,0.248,Medium,1,0,1.75,Active,0,Ijaya Jhaveri,52,Male,Patna,Married,Salaried,Doctor,59873,46929,22031,723038,Rented,Diploma,1,706,45,15,0,141,YouTube,iPhone,44,11.736842105263158,69,3,2,3.0,14570.083333333334,0.4058333333333333,78.25,0,0
LN844188,C00677,Home Renovation,1117945,1016513,48,9.76,25664.39,0.5,2024-06-19,30,70,0.2,Medium,1,0,1.64,Active,0,Fiyaz Palla,53,Male,Kolkata,Married,Salaried,Doctor,43021,23598,9218,773832,Family Owned,PhD,4,703,18,30,0,311,Google Ads,iPhone,87,6.761904761904762,53,2,3,2.0,14226.25,0.365,77.91666666666667,1,1
LN533464,C00678,Home Renovation,2877820,2560918,60,8.39,52405.49,0.6,2025-08-10,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.44,Rejected,0,Garima Raval,21,Male,Pune,Single,Student,Student,28411,26194,7433,106190,Rented,Diploma,0,597,23,0,1,190,Google Ads,iPhone,70,4.235294117647059,12,0,3,0.0,49008.5,0.3491666666666666,77.08333333333333,0,0
LN239301,C00679,Education,121799,90756,60,10.57,1953.85,0.08,2024-08-08,68,32,0.428,High,1,0,0.31,Closed,0,Aashi Munshi,24,Male,Ballia,Single,Student,Student,17025,9321,14,29642,Rented,Bachelor,0,601,37,0,3,102,Referral,Android,62,15.882352941176471,86,4,1,4.0,-1591.8333333333333,0.6558333333333334,51.083333333333336,3,5
LN517389,C00680,Personal,3856008,2769115,24,23.76,146074.66,1.09,2024-10-14,25,75,0.17,Medium,0,Insufficient Repayment Capacity,1.71,Rejected,0,Harita Sani,41,Female,Chennai,Married,Salaried,Sales Executive,133130,67479,13056,1367519,Family Owned,PhD,1,672,7,7,0,261,Facebook,iPhone,80,1.9411764705882353,5,0,0,0.0,65061.25,0.34,80.75,1,1
LN242745,C00681,Education,127233,105390,36,10.55,3427.92,0.14,2025-12-29,68,32,0.428,High,1,0,0.36,Active,0,Oni Majumdar,46,Male,Patna,Married,Salaried,Government Employee,56135,43174,18205,952450,Rented,PhD,3,704,14,19,0,20,Instagram,Android,9,8.565217391304348,64,4,5,2.0,2153.25,0.6891666666666666,42.333333333333336,1,6
LN618988,C00682,Home Renovation,1381069,1292040,48,10.36,32993.3,0.33,2025-08-24,30,70,0.2,Medium,1,0,1.07,Active,0,Neha Nair,49,Male,Bhopal,Married,Salaried,Accountant,83850,64077,32667,1432756,Family Owned,Bachelor,4,752,92,13,4,324,Facebook,Android,87,4.157894736842105,18,1,3,0.0,36540.166666666664,0.37833333333333335,58.833333333333336,1,1
LN159618,C00683,Personal,50000,48002,12,22.37,4501.27,2.31,2024-10-24,100,0,0.62,High,0,High Risk,2.05,Rejected,0,Rachita Murty,29,Male,Chapra,Married,Salaried,Doctor,33136,14105,6909,582267,Family Owned,PhD,4,735,57,0,3,128,YouTube,iPhone,71,3.1666666666666665,13,0,3,0.0,-668.25,0.6058333333333333,29.5,1,10
LN446131,C00684,Vehicle,1371788,1071872,36,11.41,35300.2,0.33,2025-11-10,13,87,0.098,Low,1,0,0.83,Active,0,Shaurya Butala,43,Male,Surat,Divorced,Salaried,Sales Executive,113092,75539,34818,1281006,Owned,High School,0,707,68,19,1,91,Referral,iPhone,45,2.0588235294117645,4,0,0,0.0,37796.25,0.36916666666666664,76.75,1,1
LN895985,C00685,Vehicle,1299545,1163149,60,11.8,25756.21,0.23,2025-08-07,47,53,0.302,Medium,1,0,0.88,Closed,0,Tripti Thakur,24,Female,Surat,Single,Salaried,Government Employee,75264,50150,18330,1078692,Family Owned,Bachelor,0,729,15,1,1,143,Facebook,Web,76,8.958333333333334,64,3,5,2.0,11224.666666666666,0.36166666666666664,94.5,2,2
LN258066,C00686,Business,2811562,2657311,36,11.39,87488.55,1.02,2024-12-16,58,42,0.368,High,0,Insufficient Repayment Capacity,2.57,Rejected,0,Falak Walla,20,Female,Bhubaneswar,Single,Student,Student,7415,4452,1842,31187,Rented,Bachelor,1,602,3,0,0,204,Google Ads,iPhone,94,24.652173913043477,84,10,7,8.0,22184.25,0.35333333333333333,83.25,1,1
LN715547,C00687,Home Renovation,4686665,3888098,60,6.51,76093.31,0.73,2024-09-06,40,60,0.26,Medium,0,Insufficient Repayment Capacity,3.1,Rejected,0,Gaurav Issac,27,Male,Bhopal,Single,Salaried,Software Engineer,45417,19879,6062,523701,Family Owned,Diploma,0,698,66,2,2,300,YouTube,Android,82,5.133333333333334,17,1,3,0.0,43791.666666666664,0.15083333333333335,89.75,1,0
LN343577,C00688,Business,2488195,2371831,60,11.69,52389.27,0.61,2025-09-25,41,59,0.266,Medium,1,0,2.29,Active,0,Manan Varughese,37,Female,Ballia,Married,Salaried,Teacher,67155,46190,4145,877256,Owned,High School,4,721,27,6,0,4,Referral,Android,2,3.5833333333333335,14,0,2,0.0,33246.5,0.33166666666666667,64.75,1,1
LN212791,C00689,Business,1496898,1242166,36,15.01,43066.18,0.23,2025-04-17,25,75,0.17,Medium,1,0,0.55,Active,0,Joshua Bandi,46,Female,Mumbai,Married,Salaried,Bank Officer,50948,29837,6898,238232,Rented,Bachelor,4,699,9,13,0,19,Google Ads,iPhone,10,8.136363636363637,77,3,4,1.0,51321.083333333336,0.32166666666666666,77.83333333333333,2,1
LN474939,C00690,Business,300000,297723,48,12.44,7904.66,8.96,2026-04-13,100,0,0.62,High,0,High Risk,28.13,Rejected,0,Yug Mammen,24,Female,Bhopal,Single,Salaried,Software Engineer,100802,44422,16197,3229224,Rented,High School,0,731,20,1,1,88,Google Ads,iPhone,56,17.352941176470587,84,6,5,3.0,-64.75,0.6591666666666667,30.5,0,8
LN510798,C00691,Education,131964,97063,36,10.31,3146.1,0.14,2024-07-18,63,37,0.398,High,1,0,0.37,Closed,0,Balveer Brahmbhatt,32,Female,Bangalore,Married,Unemployed,Unemployed,1131,989,0,1803,Rented,High School,3,466,119,0,6,188,Instagram,Android,67,20.363636363636363,86,7,5,6.0,4333.666666666667,0.6841666666666667,78.25,0,4
LN160009,C00692,Home Renovation,652766,610401,60,8.85,12626.53,0.21,2026-01-16,0,100,0.02,Low,1,0,0.84,Active,0,Kamala Choudhary,20,Female,Patna,Single,Student,Student,15539,12765,4562,92264,Family Owned,Diploma,0,552,21,0,0,178,YouTube,Android,62,2.5,5,0,0,0.0,32504.583333333332,0.34,93.83333333333333,0,0
LN640786,C00693,Personal,66863,49689,36,22.98,1922.93,0.08,2024-09-16,78,22,0.488,High,1,0,0.16,Closed,0,Samaksh Hari,41,Male,Chennai,Married,Salaried,Sales Executive,126504,74042,15713,3005364,Family Owned,PhD,2,735,55,15,4,198,YouTube,Web,75,9.428571428571429,62,3,4,2.0,-11149.833333333334,0.6325,71.5,4,11
LN638723,C00694,Business,1063327,793178,48,12.54,21098.34,0.54,2026-05-28,22,78,0.152,Low,1,0,1.69,Defaulted,1,Onkar Gandhi,23,Male,Jamshedpur,Married,Student,Student,22357,22042,6163,62349,Rented,Bachelor,1,557,40,0,0,151,Facebook,Android,93,13.416666666666666,41,5,4,2.0,19731.916666666668,0.3175,88.41666666666667,2,0
LN195050,C00695,Vehicle,3740203,2632881,48,8.05,64338.13,0.5,2024-07-19,5,95,0.05,Low,1,0,1.7,Active,0,Fiyaz Sachdev,54,Male,Nagpur,Married,Salaried,Software Engineer,43635,22512,3418,607960,Rented,Bachelor,2,740,88,12,0,147,Referral,iPhone,65,2.4347826086956523,8,0,1,0.0,50649.666666666664,0.1575,78.66666666666667,0,0
LN586449,C00696,Medical,255698,189861,36,14.73,6556.52,0.07,2025-10-16,20,80,0.14,Low,1,0,0.16,Defaulted,1,Ekapad Biswas,56,Female,Indore,Married,Self-employed,Consultant,56460,23279,2507,692659,Owned,Diploma,1,743,118,9,5,157,Facebook,Web,51,18.652173913043477,78,7,4,6.0,31874.75,0.32083333333333336,71.0,2,1
LN589994,C00697,Medical,3740392,3323714,12,19.45,307016.38,2.99,2026-02-07,78,22,0.488,High,0,Insufficient Repayment Capacity,2.7,Rejected,0,Hiral Bains,52,Female,Bhopal,Married,Salaried,Sales Executive,149545,65997,38179,4589070,Owned,Diploma,2,745,77,25,3,31,Referral,Web,15,9.416666666666666,40,2,2,2.0,19967.583333333332,0.365,77.33333333333333,0,0
LN928648,C00698,Home Renovation,3964485,2952604,60,9.24,61635.69,0.5,2024-07-12,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.98,Rejected,0,Vrinda Narain,41,Female,Meerut,Single,Salaried,Teacher,28747,21663,6793,131156,Rented,Bachelor,0,695,54,12,2,36,YouTube,Web,24,4.277777777777778,44,1,0,1.0,74579.08333333333,0.2975,85.75,0,0
LN437032,C00699,Business,1641948,1256585,60,11.61,27705.02,0.23,2024-06-11,18,82,0.128,Low,1,0,0.88,Active,0,Chavvi Bir,56,Female,Kolkata,Single,Salaried,Doctor,84847,56825,4560,587665,Rented,Diploma,1,704,86,6,4,135,Google Ads,Web,70,2.217391304347826,6,0,1,0.0,56151.75,0.33083333333333337,87.66666666666667,1,1
LN650241,C00700,Home Renovation,558755,483508,48,10.72,12430.87,0.27,2026-03-05,28,72,0.188,Medium,1,0,0.88,Defaulted,1,Guneet Mishra,25,Female,Hyderabad,Married,Self-employed,Shop Owner,215252,164686,53454,7375243,Owned,Bachelor,1,659,12,1,0,208,YouTube,Web,97,18.6,81,6,8,5.0,13895.5,0.37000000000000005,81.08333333333333,1,1
LN193368,C00701,Medical,2614950,2483397,24,16.92,122689.33,1.22,2025-09-10,63,37,0.398,High,0,Insufficient Repayment Capacity,2.06,Rejected,0,Om Tripathi,59,Female,Delhi,Married,Salaried,Sales Executive,27487,16061,1619,90097,Rented,PhD,2,720,57,26,2,147,Instagram,iPhone,44,9.833333333333334,66,4,6,1.0,31744.916666666668,0.3558333333333333,82.58333333333333,0,0
LN557857,C00702,Vehicle,4718053,3931806,36,11.66,129954.65,0.98,2025-06-10,58,42,0.368,High,0,Insufficient Repayment Capacity,2.47,Rejected,0,Kamya Dara,31,Female,Jamshedpur,Married,Salaried,Sales Executive,125534,64608,35640,2433649,Rented,High School,2,703,66,2,2,21,YouTube,iPhone,9,14.5,53,4,2,4.0,54609.583333333336,0.30333333333333334,83.83333333333333,1,1
LN932788,C00703,Vehicle,1179682,939954,24,11.35,43962.12,0.54,2024-10-08,50,50,0.32,High,0,Insufficient Repayment Capacity,0.95,Rejected,0,Saksham Sankaran,20,Female,Chapra,Married,Student,Student,19046,15208,4533,88678,Rented,Diploma,4,612,14,0,0,34,YouTube,Android,15,26.238095238095237,89,9,4,7.0,28272.0,0.3833333333333333,85.0,2,1
LN707392,C00704,Medical,515862,473772,12,18.23,43487.29,1.14,2026-05-20,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.03,Rejected,0,Rudra Parikh,29,Male,Chennai,Married,Salaried,Bank Officer,47980,23807,8867,276158,Rented,PhD,1,742,101,7,5,76,Google Ads,iPhone,26,2.75,4,0,0,0.0,13809.75,0.38999999999999996,87.83333333333333,1,1
LN902069,C00705,Personal,3219029,2518498,24,21.61,130170.49,0.7,2024-12-20,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.14,Rejected,0,Abha Mann,41,Female,Jamshedpur,Single,Self-employed,Consultant,100101,54558,4954,1032275,Owned,PhD,1,694,117,19,4,309,Facebook,iPhone,95,14.478260869565217,81,4,2,4.0,83280.66666666667,0.33166666666666667,47.416666666666664,3,0
LN341224,C00706,Personal,3436383,3092091,12,19.43,285591.47,2.8,2025-08-14,58,42,0.368,High,0,Insufficient Repayment Capacity,2.52,Rejected,0,Darika Kurian,20,Female,Chapra,Single,Student,Student,10797,6706,4094,36403,Rented,Diploma,1,610,20,0,0,261,YouTube,iPhone,91,5.333333333333333,20,2,3,0.0,46281.25,0.3541666666666667,93.5,1,0
LN511338,C00707,Medical,3354133,2478453,24,13.86,118833.82,1.23,2024-07-06,51,49,0.326,High,0,Insufficient Repayment Capacity,2.14,Rejected,0,Krishna Sarraf,60,Female,Ranchi,Married,Salaried,Government Employee,50128,24093,8393,191951,Owned,High School,3,725,72,9,1,204,Instagram,iPhone,56,7.2105263157894735,62,2,5,1.0,28588.833333333332,0.32416666666666666,88.16666666666667,2,2
LN129776,C00708,Business,975318,711690,36,13.98,24316.96,0.32,2025-11-09,25,75,0.17,Medium,1,0,0.78,Closed,0,Balendra Rai,38,Female,Delhi,Married,Self-employed,Business Owner,135742,107715,43214,3606457,Rented,Bachelor,2,665,51,4,1,108,YouTube,iPhone,51,21.75,86,4,2,4.0,11909.5,0.3775,71.5,2,2
LN127620,C00709,Medical,2162886,1592465,24,11.29,74435.94,1.27,2026-01-05,63,37,0.398,High,0,Insufficient Repayment Capacity,2.26,Rejected,0,Max Sha,19,Male,Hyderabad,Married,Student,Student,15602,14544,474,57609,Owned,High School,4,574,10,0,0,136,Instagram,Web,81,7.25,55,2,4,1.0,13842.916666666666,0.31333333333333335,58.666666666666664,0,0
LN389171,C00710,Business,4086388,3652378,36,11.8,120962.62,1.09,2025-08-05,61,39,0.386,High,0,Insufficient Repayment Capacity,2.75,Rejected,0,Alka Sidhu,41,Female,Srinagar,Married,Salaried,Teacher,102845,65198,21234,3429018,Rented,Master,1,709,24,0,2,214,Google Ads,Web,85,20.53846153846154,69,5,2,4.0,50440.083333333336,0.30666666666666664,98.83333333333333,0,0
LN390240,C00711,Personal,3510789,3396499,24,23.48,178696.32,1.47,2026-03-19,58,42,0.368,High,0,Insufficient Repayment Capacity,2.32,Rejected,0,Samesh Mody,56,Female,Bangalore,Married,Salaried,Doctor,129255,70990,14000,3038451,Rented,PhD,4,740,120,18,7,57,Instagram,iPhone,25,14.333333333333334,86,5,4,4.0,30246.25,0.355,89.0,0,0
LN394100,C00712,Business,1168139,901287,60,13.85,20901.35,0.51,2024-10-22,51,49,0.326,High,1,0,1.83,Active,0,Aarush Gade,36,Male,Ahmedabad,Married,Salaried,Software Engineer,93802,74171,10595,685781,Family Owned,PhD,3,690,47,7,2,39,Google Ads,Android,14,16.904761904761905,72,7,7,5.0,20158.666666666668,0.3575,91.16666666666667,1,0
LN324346,C00713,Business,4063172,3842020,60,14.16,89716.1,0.75,2025-12-10,53,47,0.338,High,0,Insufficient Repayment Capacity,2.66,Rejected,0,Gautam Bala,49,Female,Patna,Married,Salaried,Accountant,107172,56930,19727,3153232,Owned,Bachelor,3,707,36,4,1,267,Google Ads,iPhone,83,15.476190476190476,78,5,2,5.0,61419.583333333336,0.3666666666666667,86.25,0,0
LN724035,C00714,Home Renovation,50000,42519,48,11.41,1107.41,0.44,2026-03-18,100,0,0.62,High,0,High Risk,1.4,Rejected,0,Oviya Karan,38,Female,Srinagar,Married,Salaried,Accountant,135773,97716,11353,4100023,Owned,High School,3,702,119,16,1,146,Instagram,Web,81,3.4285714285714284,20,1,2,0.0,-889.25,0.7058333333333334,57.416666666666664,2,10
LN572920,C00715,Business,663635,507748,36,10.4,16479.12,0.64,2024-07-08,75,25,0.47,High,0,Insufficient Repayment Capacity,1.65,Rejected,0,Jyoti Chaudhry,33,Female,Surat,Married,Salaried,Bank Officer,83347,44468,24609,371108,Owned,Diploma,3,704,12,5,0,17,YouTube,Web,6,23.714285714285715,88,9,8,6.0,9104.333333333334,0.35916666666666663,94.25,0,0
LN793458,C00716,Medical,533259,503434,36,19.67,18624.87,0.22,2024-10-31,38,62,0.248,Medium,1,0,0.5,Active,0,Neelima Balasubramanian,42,Female,Jamshedpur,Divorced,Salaried,Sales Executive,28602,22188,7462,154119,Owned,PhD,1,737,78,19,5,48,Facebook,iPhone,20,11.375,71,3,0,3.0,24552.166666666668,0.3283333333333333,79.25,0,0
LN246082,C00717,Business,1983324,1844413,36,13.31,62421.32,0.73,2025-01-01,65,35,0.41,High,0,Insufficient Repayment Capacity,1.81,Rejected,0,Raagini Ravi,55,Male,Kolkata,Married,Self-employed,Business Owner,150895,110740,8140,2754903,Family Owned,Bachelor,3,644,2,1,0,239,Google Ads,Android,70,13.947368421052632,83,5,1,4.0,29821.666666666668,0.38166666666666665,96.83333333333333,0,0
LN451427,C00718,Business,2502639,2344438,36,10.51,76211.02,1.07,2026-05-06,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.74,Rejected,0,Dayita Din,53,Male,Chennai,Divorced,Salaried,Bank Officer,35088,18793,366,368363,Family Owned,Master,1,725,51,8,4,44,Referral,Web,15,4.117647058823529,17,1,3,0.0,29694.833333333332,0.11333333333333334,73.5,1,1
LN434881,C00719,Vehicle,1028150,789257,36,8.12,24776.16,0.31,2025-10-25,35,65,0.23,Medium,1,0,0.83,Active,0,Max Dara,44,Female,Nagpur,Married,Salaried,Teacher,25737,19433,9224,69058,Rented,Master,4,722,86,14,4,166,Instagram,Web,62,2.5833333333333335,6,0,1,0.0,18743.666666666668,0.305,90.0,1,1
LN291105,C00720,Medical,421888,416475,24,20.0,21196.83,0.58,2025-06-15,50,50,0.32,High,0,Insufficient Repayment Capacity,0.95,Rejected,0,Vidhi Bora,59,Female,Chennai,Married,Unemployed,Unemployed,506,376,0,951,Owned,PhD,4,494,47,0,3,33,Referral,Web,21,8.538461538461538,46,2,3,1.0,9159.916666666666,0.3408333333333333,80.58333333333333,0,0
